target,text,reason,lang_is_en
4,@jayblay haha.. No  a COOL name! Jostens I MISS YOU!!!,non_english; ,False
4,#mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany ,non_english; ,False
4,demi lovato is sooo cute. i wanna see her in movies. ,non_english; ,False
0,Just say NO! ,non_english; ,False
4,@TimCub I'm a little jealous!  *HUGS*,non_english; ,False
0,But I miss Tommyyyy. ,non_english; ,False
0,Feeling very drowsy. ,non_english; ,False
0,3 short ,non_english; ,False
4,Dyed my hair.  ,non_english; ,False
4,@chrysalisceo delete is your friend ,non_english; ,False
0,will edit sailor fuku ni onegai now  http://plurk.com/p/y1t7o,non_english; ,False
4,@RiesOuwerkerk thank you for joining http://twittermarketerpro.com ,non_english; ,False
0,damn earthquake almost broke my lamp.. erg ,non_english; ,False
0,My head hurts ,duplicate_text; ,True
4,Minigolfing with my man ,non_english; ,False
0,"@IAMCHASEQUIAT nah uh, Chase ",non_english; ,False
0,@WerewolfEmbry ,non_english; ,False
4,@joymeetsworld hope ur orientation went well ,non_english; ,False
4,I knoowwwww ,non_english; ,False
4,@MEDGE32 Of course!  ,non_english; ,False
0,I feel very sad ,non_english; ,False
4,withh bellaaaa!! ,non_english; ,False
4,OFFLINE ,non_english; ,False
4,@Mark_Wahlberg HAPPY 38TH!! ,non_english; ,False
0,"@michel_h sei lÃ¡, onde preferirem ",non_english; ,False
4,"dinner menu with these guys: soto kaki sapi, bakwan malang, tahu telor, ayam bakar madu, swikee, sate babi, bakut bakar.. yummy ",non_english; ,False
0,@trendplanner link not working   try using http://tr.im/,non_english; ,False
4,@deva187 good thanks.  you're doing good?,non_english; ,False
4,My movie not working hate you internet ,non_english; ,False
0,"@jlee_ Oh shit,. it died?! ",non_english; ,False
0,@cSnow13 ,non_english; ,False
0,@missxerica It's taking too long.. ,non_english; ,False
4,FINALLY made a facebook! Adddd meeee ,non_english; ,False
0,doesnt understand twitter ,duplicate_text; non_english; ,False
0,Dodgers r losing  ......,non_english; ,False
4,YEAH WINGS ! ,non_english; ,False
4,Anytime ,non_english; ,False
4,"Happy robbie drank a good bit, as long as he doesn't wake up sick ",non_english; ,False
4,EEEEHH I LOVE MY ENGLISH MOVIE THING!! ,non_english; ,False
4,@girlambrosia I will totally keep you.  ,non_english; ,False
4,"Baby slept all night!!! 7.5 hours last night, wooooohoooo!!!! ",non_english; ,False
0,work start ,non_english; ,False
4,@dancemasstv thank you! ,non_english; ,False
4,I see taco bell in my immediate future ,non_english; ,False
4,@dougiemcfly http://twitpic.com/3egm2 - Fitt (L) ,non_english; ,False
0,Takes forever for everybody to get ready. ,non_english; ,False
4,@juanbarnard Thank you!! ,non_english; ,False
4,"@aedrian_ahaene yep, Ive been awake. just been on the phone ",non_english; ,False
0,"waiting, waiting, waiting ",non_english; ,False
0,@Hilton954 I didnt see you  ,non_english; ,False
4,Hiiiiiiiiiiiiiiiiiii theEEEeeere! ,non_english; ,False
4,@ashlyngibbs you'll be fine.  good luck ,non_english; ,False
0,just burnt my windpipe on pasty owwy ,non_english; ,False
4,@adriansurya I'm on my way!  http://myloc.me/1npd,non_english; ,False
4,i am boreddddddddddd......soccer laterrr ,non_english; ,False
0,@emmalulubelle   I agree. POOR ALLISON!! ,non_english; ,False
4,Yaaaaaaaaaaaaaaawn... Good morning Tweeps ,non_english; ,False
0,Fuck no Bayside. ,non_english; ,False
4,@JoelMadden heck yes!! bring on the weekend! ,non_english; ,False
0,tired and hungover ,non_english; ,False
4,well yeah ,non_english; ,False
0, bad day,non_english; ,False
4,stickam.com ,non_english; ,False
4,@newchaosgirl hï¿½ was? ,non_english; ,False
0,@RudeBwoyHardy ,non_english; ,False
4,yay no more taking notes  finally,non_english; ,False
0, i have to start studying for finals,non_english; ,False
4,I am never leavin! ,non_english; ,False
4,Huahuahua... Making full use of unlimited data plan and Gravity ,non_english; ,False
4,GOODNIGHT ,non_english; ,False
4,hahaha sunflower ,non_english; ,False
4,@silkies I wish! ,non_english; ,False
0,@koreekreeper i can still update from my phone. i just dont get anyones updates ,non_english; ,False
0,@BDaht awww man... i miss yall ,non_english; ,False
0,In Hawaii. Hot ,non_english; ,False
4,"Chez Fabrice, great spot ",non_english; ,False
4,"Multi-tasking and working out hard this week, keepin my goal in mind ",non_english; ,False
0,I freakin miss okinawa... awww ,non_english; ,False
0,Stupidddrunl really emuv u ,non_english; ,False
0,@ddlovato nooooooooooooo i was just in London  sucks,non_english; ,False
4,@chioo bu udah follow gw belom di twitter? ,non_english; ,False
4,@youvandalx899x oh and happy birthday babyyyy. ,non_english; ,False
4,BACK FROM LUNCH!  @celinehlbk YEAH i LOVE it too! so delicious *-*,non_english; ,False
4,@jimmyrobinson07 thanks ,non_english; ,False
4,@Cmacmillan OH HAY THERE. ,non_english; ,False
4,@louiseyfxce Spankkkkk-you! ,non_english; ,False
4,Back at work after an amazing summer weekend @SÃ¶derÃ¶ra. Next weekend: Rome ,non_english; ,False
4,His song is my song...  phone boning...,non_english; ,False
0,@mamakatslosinit aww that stinks ,non_english; ,False
0,Mallorca seems a distant memory ,non_english; ,False
0,i still look like quasi modo ,non_english; ,False
0,"? ??? ?????? ????,??? ??????? ???????? ???????? ????? ???????? ? ???? ? ??????? ?????????? ??????? ??????? nearby ???????? ???? ???? ???? ",non_english; ,False
0,@cartoono eml sent.. sorry so late.. data issues  *pouts*,non_english; ,False
4,@CALMTOOQUIET oh okayyy  thank youuu. you can be the ninang haha,non_english; ,False
4,i love you conan ,non_english; ,False
0,daMn .. its hOt in deLhi....  ...,non_english; ,False
0,@reevosaulus kdng2 sh kl soalny gampang hahaha tp ga pernah dpt pt gw ,non_english; ,False
4,Ä?ang rá»§ rÃª má»?i ngÆ°á»?i twitter cÃ¹ng mÃ¬nh  Try try :-x,non_english; ,False
4,@jamiedavinci hahaha  kakaaliw kaya ng nobody.  Para may Asian representation naman yang showdown na yan. hahaha,non_english; ,False
4,@nexy I sent a trade request ,non_english; ,False
0,ahhh I'm sittin here missin my boo sooooo bad ,non_english; ,False
0,being bored ,non_english; ,False
0,@_mare_ lmao!!! I'll do it all mare!!! I miss u! ,non_english; ,False
0,Twtter has not been friendly lately. not saaaweeeet ,non_english; ,False
4,@hannahmusson yeyyyy!!! Well done!! ,non_english; ,False
0,"Goshhhh, jangan skt dong pleaseee  http://myloc.me/2MV8",non_english; ,False
4,happy sunday ,non_english; ,False
0,@malenga i'm not seeing any pic ,non_english; ,False
4,@PolitelyPink How do i look?? ,non_english; ,False
4,hopes eco goes well ,non_english; ,False
0,@jacquelinos ... i cant understand your twwwweeeets. ,non_english; ,False
4,@hadez2000 so far i'm liking it ,non_english; ,False
4,We are going shopping today!! yay!  And im going to spend shit loads of money!!! Mwahahahahahahahahahahahahahahahahahahahahahahahahahahaha,non_english; ,False
0,@livelikelivdee awww your prom dress ,non_english; ,False
0,"Sleepyy !  i duno , i dont wanna go to beeed . ",non_english; ,False
0,@BLUEBOI226 awww I'm sorry! My baddddd!  I got u tho.,non_english; ,False
4,@dfizzy hah. Have fun sleeping. [: Hope you feel better soon. ,non_english; ,False
4,@iamdiddy good night  Diddy live &gt; http://bit.ly/BeN2t,non_english; ,False
4,"@kimmieiskuhl What a coinkydink, I'm knittin too ",non_english; ,False
4,@hollymae20 DM you bk  x,non_english; ,False
4,@mandielyse italian ,non_english; ,False
4,@afonin ?? ??-?? ? ?????????? ?? ?????? ??????? ,non_english; ,False
0,@lusiine gaaah!  we gotta plan somethin' !,non_english; ,False
4,@ggmagree hello gg! ,non_english; ,False
0,Whaaat! Warped Tour is gonna be awesome! I wanna go. ,non_english; ,False
0,homework ,duplicate_text; non_english; ,False
4,@Icklesal See you later - ,non_english; ,False
0,@patpreezy 500 ,non_english; ,False
0,@JoelMadden oh no does the dog die??? i havent seen it yet ,non_english; ,False
0,I just went to 11 ,non_english; ,False
4,"program vidÃ­m nÃ¡sledovnÄ: lattÃ© z Ä?ezkavÃ¡rny, cigÃ¡rko, onlineovky.cz, podtrhÃ¡vÃ¡nÃ­ v seznamu zÃ­tÅejÅ¡Ã­ch meetingÅ¯, evidence karet -&gt; DOMÅ®!! ",non_english; ,False
0,@heynadine ,non_english; ,False
0,"@relampag0 no, just till next monday ",non_english; ,False
4,"Yeah, yeah! Holidays! ",non_english; ,False
0,@mundah Argh. ,non_english; ,False
0,"falling in love ,tapi nasib dengerin dia curhat tentang tu cewe terus ",non_english; ,False
4,@BabyboomerGeek What do you think is the best twitter tool? I like tweet later. http://www.tweetlater.com/86234.html ,non_english; ,False
0,@Raysa haha! you are soo right.   and... look where I am.,non_english; ,False
0,@genzaichi @ianrdexter i wish brum had a ruddy felafel scene ,non_english; ,False
4,I just feel like its a Dean moment  ? http://blip.fm/~5h1sv,non_english; ,False
0,vending machines suck...took my damn dollar ,non_english; ,False
4,@gurjeetkaur fake speeches? ,non_english; ,False
0,"@jaaaaayehm DID YOU VOTE FOR ME, TOO? ",non_english; ,False
4,"@eyinteriors I'm good thanks, like you, I've been working hard on my biz ",non_english; ,False
4,Squee! Squee! Squee!! Ed just called me! ,non_english; ,False
4,"@jaredisle old skool, love it  one vote for proud",non_english; ,False
0,omg i do not feel good ,non_english; ,False
4,last exam today  yay!!,non_english; ,False
4,one month until warped tour....yaaaaaaay ,non_english; ,False
0,i got colds. ,non_english; ,False
0,BIG issues ,non_english; ,False
4,At wise guys ,non_english; ,False
4,"@jaanikajou being boring in here,  btw I GOT THOSE GREY PANTS, THAT I WANTED, for jogging and P.E. ",non_english; ,False
0,I'm a twitter virgen ,non_english; ,False
4,i have a blogspot now ,non_english; ,False
4,Writing a song  Xxx,non_english; ,False
0,@ronaldjanmhar i think i got her sick ,non_english; ,False
0,@kacymariemae my dad wont bring me to your work ,non_english; ,False
4,@SongzYuuup Imma sting you... LOL~ XOXO ,non_english; ,False
4,@isobael @Bibliomom Mermaid magic!  ,non_english; ,False
0,@lomak1985 bcuz he treats me like shit ,non_english; ,False
4,that made my day. my week ,non_english; ,False
4,"Me.... Dominating  in Anaheim, CA http://loopt.us/AYzs0Q.t",non_english; ,False
4,@cece_newnew xoxo ,non_english; ,False
0,I am screeeeeeeewed... ,non_english; ,False
4,@georgeinglis You're welcome! ,non_english; ,False
4,Sunday Funday at LaStrada with @epeduah ,non_english; ,False
4,@URFaVBaByBoo lol thanks you too.. ,non_english; ,False
4,@rundzy .....very sweet ....u r a good son ,non_english; ,False
4,I love my itouch!! ,non_english; ,False
4,"@Michael_Cera Yay, we're always glad when your on   &lt;3 &lt;3",non_english; ,False
4,@pragyavats surviving...just about ,non_english; ,False
0,my #tweetdeck Horizontal scroll bar keeps breaking  have to keep restarting &gt;_&lt;,non_english; ,False
0,OMG LALA JUST BROKE DOWN IN HOLLYWOOD WITH SWEETIE!!!  ON PINES BLVD ,non_english; ,False
0,looks like my phone is broken ,non_english; ,False
4,@malu__ hahaha you may tweet me hun  x,non_english; ,False
4,@ellieWaller. Lml? You have the best sister ever. Haha. ,non_english; ,False
0,@JessicaViberg OOOOOHOH  WHERE IS MINE? ,non_english; ,False
4,MARY- gutan wuhh? o_O CARA- LMAO HI!  ROSE- good  DUCKY- helloooo!,non_english; ,False
0,@lugarza yesss it isnt fun ,non_english; ,False
0,"godd morning all, me is feel ill today  how are you",non_english; ,False
4,@RMRLive  i like you,non_english; ,False
4,im angry ,non_english; ,False
4,says good afternoon.  http://plurk.com/p/pbquy,non_english; ,False
4,@ddlovato TELLLL USSS  SO I CAN COUNT THE MINUTES,non_english; ,False
0,"have i ever told you, i'm number dyslexic. no kidding ",non_english; ,False
4,Hmmm Shopping Today.............  x x x,non_english; ,False
0,2:15am yyy am ii stiill up? mhan ii am  tired twitter. i juxt wana qoo too sleep. uqqqhhh q.nite HOPEFULLI ,non_english; ,False
0,@jawsytown I know. ,non_english; ,False
4,@dannygokey DANNY YOU MOVED UP TO #4!!!!! TELL EVERYONE TO KEEP VOTING!!! ITS WORKING!! ,non_english; ,False
4,WayneHEAD ,non_english; ,False
0,@jasper00711 yeah but you didn't cause all you guys hate me ,non_english; ,False
0,I miss you i miss you smile ,non_english; ,False
0,EVERYONE IS AWAY. ,non_english; ,False
0,@MrRoyalty lol damn.. mines sure aren't.. ,non_english; ,False
0,"mai thi communication system mï¿½ ch?a cï¿½ h?c ???c ch? nï¿½o h?t, ch?c l?i f?i n?p gi?y tr?ng nh? hï¿½m thi mï¿½n Anten quï¿½,  :'&lt;",non_english; ,False
4,@DerekSanders I agree ,non_english; ,False
4,???????????????  @MILEYCYRUS  I VOTE FOR YOU EVERYDAY !!!!!!!AND I KNOW YOU WILL WIN!!!  ?????????????????????????? ????  GOD BLESS,non_english; ,False
4,Just got done baking with Kj and dani ,non_english; ,False
0,@flamebornbeads yeah. Crap days. ,non_english; ,False
0,"@stephkneedee oh no, hope your ankle is better soon ",non_english; ,False
0,has been 2 france well gd skl 2moz   ,non_english; ,False
4,CARA: OOOH 40 FOLLOWERS!! THANKS GUYS!!  XOXO,non_english; ,False
0,@3amjosh Yikes Stripes!!! ,non_english; ,False
0,bad news: http://tinyurl.com/lkcs56 (via @gregjames) ,non_english; ,False
4,I'll get better in times ,non_english; ,False
0,i dont wanna work.... ,non_english; ,False
0,Killer headache  megggyy i &lt;3 you,non_english; ,False
0,131 words.... and i feel like sleeping already ,non_english; ,False
4,sunny day ,non_english; ,False
4,@GABBYiSACTiVE Goodnight sweet dreams! ,non_english; ,False
0,monday morning ,non_english; ,False
0,@Romesaaaa not going to canada. ,non_english; ,False
0,havent been feeling well and trying to get  better ,non_english; ,False
4,@twittpoet Wa Alaikum Salaam brother ,non_english; ,False
0,Bad hair day.. ,non_english; ,False
4,@talk2donboy that i dont feel like makin em aqain haha. ima make more tonite ,non_english; ,False
0,@cyounes Ù?Ø¹ÙØ§Ù ÙØ²ÙÙØ© Ø³Ø§Ø­ÙØ© ,non_english; ,False
0,Last week of my workterm! ,non_english; ,False
0,@bostongrlkayte AHHHHHHHHHHHHHHHH!!! I'm gonna cry ....again!!!! ,non_english; ,False
4,@Firiath - Xboxerin? Gamertag... her damit ,non_english; ,False
0,Gah got banned again on habbo ,non_english; ,False
0,@jen004 I can't give you no more props   ,non_english; ,False
0,@Cortnie i haven't forgotten you! i just can't get to you. ,non_english; ,False
0,woooorking............ in sunday ,non_english; ,False
0,is still ill ,non_english; ,False
4,rt @Adrienne_Bailon SHOUT OUT TO @Silentbx ,non_english; ,False
0,Going to be staying late again... ,non_english; ,False
0,@HowardPorter ,non_english; ,False
0,@Bren_311  i'm sorry you had a bad day.,non_english; ,False
4,"@nichil, @diandraanandipa, @moncil GOOD LUCK BUDDIES ",non_english; ,False
0,back to work again  hahaha XD,non_english; ,False
0,- @minxlj hope you get better soon ,non_english; ,False
4,@busybeeblogger I remember u saying when u like a guy u r giggly ,non_english; ,False
4,Bon week end les gens ,non_english; ,False
4,"@savagestar eh dude so do i, so do i. thanks ",non_english; ,False
4,@ivooka12 I THINK I need to see you ,non_english; ,False
4,"I like Ubertwitter, better then Twitterberry! ",non_english; ,False
4,@SeanNoonan Yay!! ,non_english; ,False
0,@BoringKris I find it much easier 2 make an excuse than 2 go do it. OMFG I'm gonna be stuck here at work for aaaaaaages ,non_english; ,False
0,Up an idk y ,non_english; ,False
4,ready to toke. ,non_english; ,False
0,slpy  monday  uhhhhhhhhhhhhhhhhg,non_english; ,False
4,@greythornberry  You go girl! ,non_english; ,False
4,just woke up.. ,non_english; ,False
4,@ChantaeH id go and tell him : hi nick howaa u? and hug him  did u see him?,non_english; ,False
0,2:30am cant sleep  ..fml,non_english; ,False
4,YAY!!!   I won!!   http://bit.ly/18haHI,non_english; ,False
4,@dougiemcfly i wanna see ,non_english; ,False
4,"good night twitterworld. sleep well, dream sweet, &amp; wake up blessed. ",non_english; ,False
4,chilling ,non_english; ,False
0,why did I ever delete my twitter? ,non_english; ,False
0,NADAL  FUCKING OWN THIS BASTARD ! ! !,non_english; ,False
4,@ArielRebel hahah yup.. and I sent ya 3 back ,non_english; ,False
4,"@Axeel oooooh. okay, thanks ",non_english; ,False
0,@depleteduranium   stinks,non_english; ,False
0,but i cant... ,non_english; ,False
4,@Myke329 MAD LATE But GOOD LUCK ,non_english; ,False
0,Last Tuesday @ BMS ,non_english; ,False
4,"@RachelleLefevre kisses from Saint-Hubert, Quebec  xxxx",non_english; ,False
4,Lovin Summer '09 ,non_english; ,False
4,@BertHofstede ,non_english; ,False
0,@KaydeeJoyce I haven't seen it yet either ,non_english; ,False
4,Twitter in japanese ? huuum yeaaaaah  In French please &gt;&lt;,non_english; ,False
4,GONA CHILL WITH MANNY TODAY! ,non_english; ,False
4,working...love it!!! ,non_english; ,False
4,nvm! TIME TO GET HAMMERED  YAY!,non_english; ,False
4,Long weekend here I come!!!!!!!! ,non_english; ,False
0,omg i spent all my money !!  i just got paid yesterday.... ,non_english; ,False
4,@brigwyn Oh hey! Grats on your 'welcome aboard' email! ,non_english; ,False
0,is at work ,non_english; ,False
4,@wondrous_as_u Goodnight....hug Mike for me. ,non_english; ,False
4,@dalmaetian http://www.myspace.com/zeeavi think you'll like her ,non_english; ,False
0,"I miss him, I do. ",non_english; ,False
0,@Kelcii:I didnt i wanted to go ,non_english; ,False
4,@michaelnobbs thank you michael ,non_english; ,False
4,@louieaberia haha! awww.. yeah it is cute!  lol u like pandas diay? oh yeah i think you do. hahaha ),non_english; ,False
0,I have a fever.  ,non_english; ,False
4,@senseirob LOL ppl are boring ,non_english; ,False
4,@kylesibert we want you to tweet ! ,non_english; ,False
4,day off today ,non_english; ,False
4,"@juniorvasquez LOL sorry cuz... We'll go wheneva u come up herr, PROMISE!!! ",non_english; ,False
4,http://twitpic.com/3jnt6 - Party weekend ,non_english; ,False
0,@bjds my WRX doesnt go sideways in the rain like my Skyline does ,non_english; ,False
4,"@unouomedude very good, just graduated! hallelujah! ",non_english; ,False
0,"@ShelbyLynn1994 erg, i cant send it ",non_english; ,False
0,@farrier03 Sounds like a blast. ,non_english; ,False
4,@ClaudeKelly Loving &quot;True&quot; &amp; &quot;Goin' Under&quot; ,non_english; ,False
0,@rugzdbewler lol not funny I'm sad  http://myloc.me/2lp5,non_english; ,False
0,@GHmltn I know......just dont wanna ,non_english; ,False
0,I have just 30 minutes to Tweet! ,non_english; ,False
0,OMG WHERE'S MY FOOD AT ,non_english; ,False
4,@vaxen_var THANKS!!! ,non_english; ,False
4,@changndk Estarei com vocï¿½ ,non_english; ,False
0,@xPowxBangxBoomx dammiitt!! i wish i had MTV ,non_english; ,False
4,@sdmjrda i would be too. ,non_english; ,False
4,@carriekerpen Thank YOU!  And congrats!,non_english; ,False
0,is very upset ,non_english; ,False
4,@_Dannii_ OMG GUESS WHAT I'M DRAWING!!! hi ,non_english; ,False
4,i rap BUT I SING TOO   LISTEN... http://www.zshare.net/audio/59971352fd596772/,non_english; ,False
4,@renesmeee Yeah! ,non_english; ,False
0,"@banjira Yep, the system doesn't like your IP (92.202.23.165) ",non_english; ,False
4,yay its sunny again ,non_english; ,False
4,@paultelner thanks man glad you liked it ,non_english; ,False
4,@Volcompunk G'day mate ,non_english; ,False
0,Why is getting to sleep so hard ...  ,non_english; ,False
4,@KourtneyKardash happy bday ,non_english; ,False
0,i think i miss going to schoooooooooooooooool ,non_english; ,False
4,I like my t-shirt   http://twitpic.com/6bqah,non_english; ,False
0,my camera died i'm so upset ,non_english; ,False
4,@yaseminx3 yeah  isn't it just fab ? :],non_english; ,False
4,@lovely_shane03 i love you ,non_english; ,False
4,@Amoli016 Woohoo!!  I will be a Rockstar first!!!  buahahahaha...,non_english; ,False
0,homework ,duplicate_text; non_english; ,False
0,i miss seeing your smile ,non_english; ,False
4,@NicJJ is Emma home yeaaa? ,non_english; ,False
0,"@jonnydollarUK haha yea, I don't play much ",non_english; ,False
4,Bed time! i love home ,non_english; ,False
